TRIAL	NONCE	IMAGE_PROBE_URL	PASSAGE	RESPONSE	VARIANCE	PASSAGE_LENGTH	IMAGE_QUALITY	CHIMERA	WORD_COUNT	INFORMATIVENESS_CHIMERA	INFORMATIVENESS_CHIMERA_A	INFORMATIVENESS_CHIMERA_B
289_L4_E	deusel	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	At four o'clock Louise arrived on her DEUSEL and parked it outside the Bristows'council house.  @@ These include trampolining safety, DEUSEL safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes DEUSELS accross the site.  @@ I 'm street champ on my DEUSEL and mountain bike - and ace at computer games! 	1.14	0.35	4	E	scooter_skateboard	73	0.084	0	0.168
289_L4_F	lateg	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	At four o'clock Louise arrived on her LATEG and parked it outside the Bristows'council house.  @@ These include trampolining safety, LATEG safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes LATEGS accross the site.  @@ I 'm street champ on my LATEG and mountain bike - and ace at computer games! 	2	1.309	4	F	scooter_skateboard	73	0	0	0
289_L6_A	canbim	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/cart.jpg	At four o'clock Louise arrived on her CANBIM and parked it outside the Bristows'council house.  @@ These include trampolining safety, CANBIM safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes CANBIMS accross the site.  @@ I 'm street champ on my CANBIM and mountain bike - and ace at computer games!  @@ Shaun has promised us for ages pictures of the CANBIM, we have sold him most parts he used for his restoration.  @@ buy a snowboard Boardsonline UK Since 1999 we have been the UK 's premier online snowboard, CANBIM and wakeboard shop. 	1.71	1.03	6	A	scooter_skateboard	118	0.472	0.341	0.603
289_L6_B	sworch	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/jeep.jpg	At four o'clock Louise arrived on her SWORCH and parked it outside the Bristows'council house.  @@ These include trampolining safety, SWORCH safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes SWORCHES accross the site.  @@ I 'm street champ on my SWORCH and mountain bike - and ace at computer games!  @@ Shaun has promised us for ages pictures of the SWORCH, we have sold him most parts he used for his restoration.  @@ buy a snowboard Boardsonline UK Since 1999 we have been the UK 's premier online snowboard, SWORCH and wakeboard shop. 	2.86	0.99	6	B	scooter_skateboard	118	0.2975	0.232	0.363
289_L6_C	stulbon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/boat.jpg	At four o'clock Louise arrived on her STULBON and parked it outside the Bristows'council house.  @@ These include trampolining safety, STULBON safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes STULBONS accross the site.  @@ I 'm street champ on my STULBON and mountain bike - and ace at computer games!  @@ Shaun has promised us for ages pictures of the STULBON, we have sold him most parts he used for his restoration.  @@ buy a snowboard Boardsonline UK Since 1999 we have been the UK 's premier online snowboard, STULBON and wakeboard shop. 	1.71	1.03	6	C	scooter_skateboard	118	0.2185	0.206	0.231
289_L6_D	pagit	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/toy.jpg	At four o'clock Louise arrived on her PAGIT and parked it outside the Bristows'council house.  @@ These include trampolining safety, PAGIT safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes PAGITS accross the site.  @@ I 'm street champ on my PAGIT and mountain bike - and ace at computer games!  @@ Shaun has promised us for ages pictures of the PAGIT, we have sold him most parts he used for his restoration.  @@ buy a snowboard Boardsonline UK Since 1999 we have been the UK 's premier online snowboard, PAGIT and wakeboard shop. 	2.29	1.385	6	D	scooter_skateboard	118	0.1225	0.173	0.072
289_L6_E	harklood	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pencil.jpg	At four o'clock Louise arrived on her HARKLOOD and parked it outside the Bristows'council house.  @@ These include trampolining safety, HARKLOOD safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes HARKLOODS accross the site.  @@ I 'm street champ on my HARKLOOD and mountain bike - and ace at computer games!  @@ Shaun has promised us for ages pictures of the HARKLOOD, we have sold him most parts he used for his restoration.  @@ buy a snowboard Boardsonline UK Since 1999 we have been the UK 's premier online snowboard, HARKLOOD and wakeboard shop. 	2.14	1.125	6	E	scooter_skateboard	118	0.084	0	0.168
289_L6_F	clunc	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/tomato.jpg	At four o'clock Louise arrived on her CLUNC and parked it outside the Bristows'council house.  @@ These include trampolining safety, CLUNC safety, water and leisure safety, goal post safety and soft play areas.  @@ People do play football, walk dogs and ride motor bykes CLUNCS accross the site.  @@ I 'm street champ on my CLUNC and mountain bike - and ace at computer games!  @@ Shaun has promised us for ages pictures of the CLUNC, we have sold him most parts he used for his restoration.  @@ buy a snowboard Boardsonline UK Since 1999 we have been the UK 's premier online snowboard, CLUNC and wakeboard shop. 	2.14	1.245	6	F	scooter_skateboard	118	0	0	0
28_L2_A	stulbon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/celery.jpg	To save time during the crucial final stages, cook the STULBON beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or STULBON with the lamb. 	3.86	0.833	2	A	broccoli_spinach	40	0.737	0.731	0.743
28_L2_B	lambon	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	To save time during the crucial final stages, cook the LAMBON beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or LAMBON with the lamb. 	3.14	1.355	2	B	broccoli_spinach	40	0.357	0.292	0.422
28_L2_C	pucaton	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/grape.jpg	To save time during the crucial final stages, cook the PUCATON beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or PUCATON with the lamb. 	2.43	1.294	2	C	broccoli_spinach	40	0.2375	0.24	0.235
28_L2_D	thold	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/salamander.jpg	To save time during the crucial final stages, cook the THOLD beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or THOLD with the lamb. 	1.29	0.452	2	D	broccoli_spinach	40	0.1285	0.128	0.129
28_L2_E	bibot	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/budgie.jpg	To save time during the crucial final stages, cook the BIBOT beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or BIBOT with the lamb. 	1.86	0.639	2	E	broccoli_spinach	40	0.058	0.057	0.059
28_L2_F	shouf	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pot.jpg	To save time during the crucial final stages, cook the SHOUF beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or SHOUF with the lamb. 	3.14	1.457	2	F	broccoli_spinach	40	0	0	0
28_L4_A	sebure	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/celery.jpg	To save time during the crucial final stages, cook the SEBURE beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or SEBURE with the lamb.  @@ Cook the pasta according to pack instructions, adding the SEBURE for the last 3 minutes of cooking.  @@ Vegetables grown near city centres, particularly lettuce, cabbage, SEBURE and parsley, contain dangerously high levels of lead. 	2.86	1.245	4	A	broccoli_spinach	81	0.737	0.731	0.743
28_L4_B	spight	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	To save time during the crucial final stages, cook the SPIGHT beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or SPIGHT with the lamb.  @@ Cook the pasta according to pack instructions, adding the SPIGHT for the last 3 minutes of cooking.  @@ Vegetables grown near city centres, particularly lettuce, cabbage, SPIGHT and parsley, contain dangerously high levels of lead. 	1.71	0.881	4	B	broccoli_spinach	81	0.357	0.292	0.422
28_L4_C	centalm	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/grape.jpg	To save time during the crucial final stages, cook the CENTALM beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or CENTALM with the lamb.  @@ Cook the pasta according to pack instructions, adding the CENTALM for the last 3 minutes of cooking.  @@ Vegetables grown near city centres, particularly lettuce, cabbage, CENTALM and parsley, contain dangerously high levels of lead. 	2.14	1.457	4	C	broccoli_spinach	81	0.2375	0.24	0.235
28_L4_D	aryssum	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/salamander.jpg	To save time during the crucial final stages, cook the ARYSSUM beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or ARYSSUM with the lamb.  @@ Cook the pasta according to pack instructions, adding the ARYSSUM for the last 3 minutes of cooking.  @@ Vegetables grown near city centres, particularly lettuce, cabbage, ARYSSUM and parsley, contain dangerously high levels of lead. 	1.29	0.7	4	D	broccoli_spinach	81	0.1285	0.128	0.129
28_L4_E	vopit	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/budgie.jpg	To save time during the crucial final stages, cook the VOPIT beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or VOPIT with the lamb.  @@ Cook the pasta according to pack instructions, adding the VOPIT for the last 3 minutes of cooking.  @@ Vegetables grown near city centres, particularly lettuce, cabbage, VOPIT and parsley, contain dangerously high levels of lead. 	1.57	0.728	4	E	broccoli_spinach	81	0.058	0.057	0.059
28_L4_F	blean	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/pot.jpg	To save time during the crucial final stages, cook the BLEAN beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or BLEAN with the lamb.  @@ Cook the pasta according to pack instructions, adding the BLEAN for the last 3 minutes of cooking.  @@ Vegetables grown near city centres, particularly lettuce, cabbage, BLEAN and parsley, contain dangerously high levels of lead. 	1.71	0.881	4	F	broccoli_spinach	81	0	0	0
28_L6_A	traxy	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/celery.jpg	To save time during the crucial final stages, cook the TRAXY beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or TRAXY with the lamb.  @@ Cook the pasta according to pack instructions, adding the TRAXY for the last 3 minutes of cooking.  @@ Vegetables grown near city centres, particularly lettuce, cabbage, TRAXY and parsley, contain dangerously high levels of lead.  @@ It can be used in all sorts of recipesfrom paella or salmon and TRAXY quiche, to lemon layer-pudding.  @@ The TRAXY was in her mouth when a terrible sound came from her throat the gaping croak of nausea. 	2.71	1.578	6	A	broccoli_spinach	121	0.737	0.731	0.743
28_L6_B	bluid	/home/angeliki.lazaridou/visLang/fast-mapping/extract_centroid/centroids/radish.jpg	To save time during the crucial final stages, cook the BLUID beforehand, rinse under cold water and drain.  @@ Make the soup and dessert the day before and serve some green beans or BLUID with the lamb.  @@ Cook the pasta according to pack instructions, adding the BLUID for the last 3 minutes of cooking.  @@ Vegetables grown near city centres, particularly lettuce, cabbage, BLUID and parsley, contain dangerously high levels of lead.  @@ It can be used in all sorts of recipesfrom paella or salmon and BLUID quiche, to lemon layer-pudding.  @@ The BLUID was in her mouth when a terrible sound came from her throat the gaping croak of nausea. 	2.57	1.294	6	B	broccoli_spinach	121	0.357	0.292	0.422
